Asset ID,Asset Barcode,Serial Number,Model,Condition ID,Scrap Value,Current Value,Purchase Price,Is Checked Out,Asset Name,Brand,Manufacturer,Asset Category,Location,Status,Condition,Notes (i.e description of item)
282,XMSA0159,XMSA00159,TM66,6,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Good,
283,XMSA0160,XMSA00160,TM66,6,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Good,
284,XMSA0161,XMSA00161,TM66,6,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Good,
285,XMSA0162,XMSA00162,TM66,6,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Good,
286,XMSA0164,XMSA00164,TM66,6,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Good,
287,XMSA0165,XMSA00165,TM66,6,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Good,
288,XMSA0163,XMSA00163,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
289,XMSA0166,XMSA00166,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
290,XMSA0167,XMSA00167,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
291,XMSA0168,XMSA00168,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
292,XMSA0169,XMSA00169,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
293,XMSA0170,XMSA00170,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
294,XMSA0171,XMSA00171,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
295,XMSA0172,XMSA00172,TM66,7,,4500,,FALSE,CONFERENCE MICROPHONE (GOOSENECK),,,Audio Production,STORE,In Use,Fair,
296,XMSA0173,XMSA00173,"ULX,PGX,SM58",7,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Fair,
297,XMSA0174,XMSA00174,"ULX,PGX,SM58",7,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Fair,
298,XMSA0175,XMSA00175,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
299,XMSA0176,XMSA00176,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
300,XMSA0177,XMSA00177,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
301,XMSA0178,XMSA00178,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
302,XMSA0179,XMSA00179,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
303,XMSA0180,XMSA00180,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
304,XMSA0181,XMSA00181,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
305,XMSA0182,XMSA00182,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
306,XMSA0183,XMSA00183,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
307,XMSA0184,XMSA00184,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
308,XMSA0185,XMSA00185,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
309,XMSA0186,XMSA00186,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
310,XMSA0187,XMSA00187,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
311,XMSA0188,XMSA00188,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
312,XMSA0189,XMSA00189,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
313,XMSA0190,XMSA00190,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
314,XMSA0191,XMSA00191,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
315,XMSA0192,XMSA00192,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
316,XMSA0193,XMSA00193,"ULX,PGX,SM58",6,,7000,,FALSE,VOCAL MICROPHONES (CORDLESS),,,Audio Production,STORE,In Use,Good,
318,XMSA0194,XMSA00194,UA874,6,,45000,,FALSE,DIRECTIONAL ANTENNA (SHURE),,,Audio Production,STORE,In Use,Good,
319,XMSA0195,XMSA00195,UA844SWB,6,,70000,,FALSE,ANTENNA/POWER DISTRIBUTION SYSTEM (SHURE),,,Audio Production,STORE,In Use,Good,
320,XMSA0196,XMSA00196,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS-SHURE ULX,,,Audio Production,STORE,In Use,Good,
321,XMSA0197,XMSA00197,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS-SHURE ULX,,,Audio Production,STORE,In Use,Good,
322,XMSA0198,XMSA00198,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS-SHURE ULX,,,Audio Production,STORE,In Use,Good,
323,XMSA0199,XMSA00199,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS-SHURE ULX,,,Audio Production,STORE,In Use,Good,
324,XMSA0200,XMSA00200,,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS-SHURE ULX,,,Audio Production,STORE,In Use,Good,
325,XMSA0201,XMSA00201,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS-SHURE ULX,,,Audio Production,STORE,In Use,Good,
326,XMSA0202,XMSA00202,ME 4,6,,10000,,FALSE,LAVALLIER (LAPEL MIC),,,Audio Production,STORE,In Use,Good,
327,XMSA0203,XMSA00203,ME 4,6,,10000,,FALSE,LAVALLIER (LAPEL MIC),,,Audio Production,STORE,In Use,Good,
328,XMSA0204,XMSA00204,ME 3,6,,10000,,FALSE,HEADSET,,,Audio Production,STORE,In Use,Good,
329,XMSA0205,XMSA00205,ME3,6,,10000,,FALSE,HEADSET,,,Audio Production,STORE,In Use,Good,
330,XMSA0206,XMSA00206,,6,,10000,,FALSE,HEADSET,,,Audio Production,STORE,In Use,Good,
331,XMSA0207,XMSA00207,ME 3,6,,10000,,FALSE,HEADSET,,,Audio Production,STORE,In Use,Good,
332,XMSA0208,XMSA00208,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS (SENNHEISER),,,Audio Production,STORE,In Use,Good,
333,XMSA0209,XMSA00209,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS (SENNHEISER),,,Audio Production,STORE,In Use,Good,
334,XMSA0210,XMSA00210,ew300,6,,16666,,FALSE,WIRELESS RECIEVER AND BODY PACKS (SENNHEISER),,,Audio Production,STORE,In Use,Good,
335,XMSA0211,XMSA00211,SM58,6,,60000,,FALSE,WIRELESS RECIEVER (CORDLESS)-SHURE SM58,,,Audio Production,STORE,In Use,Good,
336,XMSA0212,XMSA00212,NT 3,6,,24000,,FALSE,CONDENSER,,,Audio Production,STORE,In Use,Good,
337,XMSA0213,XMSA00213,BETA 52 A,6,,15000,,FALSE,BASS DRUM MIC-SHURE BETA,,,Audio Production,STORE,In Use,Good,
338,XMSA0214,XMSA00214,E912-S BK,6,,20000,,FALSE,PIANO MIC,,,Audio Production,STORE,In Use,Good,
339,XMSA0215,XMSA00215,E912-S BK,6,,20000,,FALSE,PIANO MIC,,,Audio Production,STORE,In Use,Good,
340,XMSA0216,XMSA00216,COUNTRYMAN E6,6,,30000,,FALSE,EARSET,,,Audio Production,STORE,In Use,Good,
341,XMSA0217,XMSA00217,COUNTRYMAN E6,6,,30000,,FALSE,EARSET,,,Audio Production,STORE,In Use,Good,
342,XMSA0218,XMSA00218,COUNTRYMAN E6,6,,30000,,FALSE,EARSET,,,Audio Production,STORE,In Use,Good,
343,XMSA0219,XMSA00219,COUNTRYMAN E6,6,,30000,,FALSE,EARSET,,,Audio Production,STORE,In Use,Good,
344,XMSA0220,XMSA00220,,7,,4000,,FALSE,MICROPHONE STANDS (ROUND BASE),,,Audio Production,STORE,In Use,Fair,
345,XMSA0221,XMSA00221,,7,,4000,,FALSE,MICROPHONE STANDS (ROUND BASE),,,Audio Production,STORE,In Use,Fair,
346,XMSA0222,XMSA00222,,7,,4000,,FALSE,MICROPHONE STANDS (ROUND BASE),,,Audio Production,STORE,In Use,Fair,
348,XMSA0223,XMSA00223,,7,,4000,,FALSE,MICROPHONE STANDS (TALL BOOM BASE),,,Audio Production,STORE,In Use,Fair,
349,XMSA0224,XMSA00224,,7,,4000,,FALSE,MICROPHONE STANDS (TALL BOOM BASE),,,Audio Production,STORE,In Use,Fair,
350,XMSA0225,XMSA00225,,7,,4000,,FALSE,MICROPHONE STANDS (TALL BOOM BASE),,,Audio Production,STORE,In Use,Fair,
351,XMSA0226,XMSA00226,,7,,4000,,FALSE,MICROPHONE STANDS (TALL BOOM BASE),,,Audio Production,STORE,In Use,Fair,
352,XMSA0227,XMSA00227,,7,,4000,,FALSE,MICROPHONE STANDS (TALL BOOM BASE),,,Audio Production,STORE,In Use,Fair,
353,XMSA0228,XMSA00228,,7,,2500,,FALSE,MICROPHONE STANDS (SHORT BOOM BASE),,,Audio Production,STORE,In Use,Fair,
354,XMSA0229,XMSA00229,,6,,2500,,FALSE,MICROPHONE STANDS (SHORT BOOM BASE),,,Audio Production,STORE,In Use,Good,
355,XMSA0230,XMSA00230,,7,,2500,,FALSE,MICROPHONE STANDS (SHORT BOOM BASE),,,Audio Production,STORE,In Use,Fair,
356,XMSA0231,XMSA00231,,7,,2500,,FALSE,MICROPHONE STANDS (SHORT BOOM BASE),,,Audio Production,STORE,In Use,Fair,
357,XMSA0232,XMSA00232,,7,,2500,,FALSE,MICROPHONE STANDS (SHORT BOOM BASE),,,Audio Production,STORE,In Use,Fair,
358,XMSA0233,XMSA00233,,7,,4000,,FALSE,MICROPHONE STANDS (BLACK FRAME),,,Audio Production,STORE,In Use,Fair,
359,XMSA0234,XMSA00234,,7,,4000,,FALSE,MICROPHONE STANDS (BLACK FRAME),,,Audio Production,STORE,In Use,Fair,
360,XMSA0235,XMSA00235,,7,,4000,,FALSE,MICROPHONE STANDS (BLACK FRAME),,,Audio Production,STORE,In Use,Fair,
361,XMSA0236,XMSA00236,,7,,4000,,FALSE,MICROPHONE STANDS (BLACK FRAME),,,Audio Production,STORE,In Use,Fair,
362,XMSA0237,XMSA00237,,7,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Fair,
363,XMSA0238,XMSA00238,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Good,
364,XMSA0239,XMSA00239,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Good,
365,XMSA0240,XMSA00240,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Good,
366,XMSA0241,XMSA00241,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Good,
367,XMSA0242,XMSA00242,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Good,
368,XMSA0243,XMSA00243,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Good,
369,XMSA0244,XMSA00244,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HDP),,,Audio Production,STORE,In Use,Good,
370,XMSA0245,XMSA00245,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HWDP),,,Audio Production,STORE,In Use,Good,
371,XMSA0246,XMSA00246,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HWDP),,,Audio Production,STORE,In Use,Good,
372,XMSA0247,XMSA00247,,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HWDP),,,Audio Production,STORE,In Use,Good,
373,XMSA0248,XMSA00248,TFA-600HWDP,6,,200000,,FALSE,LINE ARRAY TOPS (TURBO SOUND HWDP),,,Audio Production,STORE,In Use,Good,
374,XMSA0249,XMSA00249,TSW-218DP,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
375,XMSA0250,XMSA00250,TSW-218DP,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
376,XMSA0251,XMSA00251,,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
377,XMSA0252,XMSA00252,TSW-218DP,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
378,XMSA0253,XMSA00253,TSW-218DP,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
379,XMSA0254,XMSA00254,TSW-218DP,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
380,XMSA0255,XMSA00255,TSW-218DP,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
381,XMSA0256,XMSA00256,TSW-218DP,6,,200000,,FALSE,LINE ARRAY SUBS (TURBO SOUND DP),,,Audio Production,STORE,In Use,Good,
383,XMSA0258,XMSA00258,,7,,50000,,FALSE,TOPS (JBL EON 10),,,Audio Production,STORE,In Use,Fair,
382,XMSA0257,XMSA00257,EON10 G2,7,,50000,,FALSE,TOPS (JBL EON 10),,,Audio Production,STORE,In Use,Fair,
384,XMSA0259,XMSA00259,,6,,60000,,FALSE,TOPS (JBL EON 15),,,Audio Production,STORE,In Use,Good,
385,XMSA0260,XMSA00260,EON15 G2,6,,60000,,FALSE,TOPS (JBL EON 15),,,Audio Production,STORE,In Use,Good,
386,XMSA0261,XMSA00261,,7,,40000,,FALSE,TOPS (ELECTRO VOICE TX 1152),,,Audio Production,STORE,In Use,Fair,
387,XMSA0262,XMSA00262,,7,,40000,,FALSE,TOPS (ELECTRO VOICE TX 1152),,,Audio Production,STORE,In Use,Fair,
388,XMSA0263,XMSA00263,TX 1181,7,,50000,,FALSE,TOPS (ELECTRO VOICE TX 1181),,,Audio Production,STORE,In Use,Fair,
389,XMSA0264,XMSA00264,TX1181,7,,50000,,FALSE,TOPS (ELECTRO VOICE TX 1181),,,Audio Production,STORE,In Use,Fair,
390,XMSA0265,XMSA00265,TX 1181,7,,50000,,FALSE,TOPS (ELECTRO VOICE TX 1181),,,Audio Production,STORE,In Use,Fair,
391,XMSA0266,XMSA00266,TX1181,7,,50000,,FALSE,TOPS (ELECTRO VOICE TX 1181),,,Audio Production,STORE,In Use,Fair,
392,XMSA0267,XMSA00267,250force i,7,,40000,,FALSE,TOPS(ELECTRO VOICE 250 FORCE I),,,Audio Production,STORE,In Use,Fair,
393,XMSA0268,XMSA00268,250 force i,7,,40000,,FALSE,TOPS(ELECTRO VOICE 250 FORCE I),,,Audio Production,STORE,In Use,Fair,
394,XMSA0269,XMSA00269,SU3,7,,50000,,FALSE,SUB WOOFER (ELECTRO VOICE SU3),,,Audio Production,STORE,In Use,Fair,
395,XMSA0270,XMSA00270,TMW-115,6,,100000,,FALSE,MONITORS (TURBO TMW-115),,,Audio Production,STORE,In Use,Good,
396,XMSA0271,XMSA00271,TMW-115,6,,100000,,FALSE,MONITORS (TURBO TMW-115),,,Audio Production,STORE,In Use,Good,
397,XMSA0272,XMSA00272,TMW-115,6,,100000,,FALSE,MONITORS (TURBO TMW-115),,,Audio Production,STORE,In Use,Good,
398,XMSA0273,XMSA00273,TMW-115,6,,100000,,FALSE,MONITORS (TURBO TMW-115),,,Audio Production,STORE,In Use,Good,
399,XMSA0274,XMSA00274,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
400,XMSA0275,XMSA00275,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
401,XMSA0276,XMSA00276,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
402,XMSA0277,XMSA00277,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
403,XMSA0278,XMSA00278,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
404,XMSA0279,XMSA00279,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
405,XMSA0280,XMSA00280,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
406,XMSA0281,XMSA00281,TQ-440SP,6,,130000,,FALSE,TOPS(TURBOSOUND TQ 440 SP) WITH TRANSPRT CASES,,,Audio Production,STORE,In Use,Good,
407,XMSA0282,XMSA00282,TQ-440SP,6,,100000,,FALSE,SUB WOOFER(TURBOSOUND TQ 425),,,Audio Production,STORE,In Use,Good,
408,XMSA0283,XMSA00283,TQ 425,7,,100000,,FALSE,SUB WOOFER(TURBOSOUND TQ 425),,,Audio Production,STORE,In Use,Fair,
409,XMSA0284,XMSA00284,,7,,100000,,FALSE,SUB WOOFER(TURBOSOUND TQ 425),,,Audio Production,STORE,In Use,Fair,
410,XMSA0285,XMSA00285,TQ 425,7,,100000,,FALSE,SUB WOOFER(TURBOSOUND TQ 425),,,Audio Production,STORE,In Use,Fair,
411,XMSA0286,XMSA00286,NUQ8DP,6,,130000,,FALSE,TOPS (TURBOSOUND NUQ8-DP),,,Audio Production,STORE,In Use,Good,
412,XMSA0287,XMSA00287,NUQ8DP,6,,130000,,FALSE,TOPS (TURBOSOUND NUQ8-DP),,,Audio Production,STORE,In Use,Good,
413,XMSA0288,XMSA00288,NUQ8DP,6,,130000,,FALSE,TOPS (TURBOSOUND NUQ8-DP),,,Audio Production,STORE,In Use,Good,
414,XMSA0289,XMSA00289,NUQ8-DP,6,,130000,,FALSE,TOPS (TURBOSOUND NUQ8-DP),,,Audio Production,STORE,In Use,Good,
415,XMSA0290,XMSA00290,B15-DP,6,,170000,,FALSE,SUB-WOOFER (TURBOSOUND B15-DP),,,Audio Production,STORE,In Use,Good,
416,XMSA0291,XMSA00291,B15-DP,6,,170000,,FALSE,SUB-WOOFER (TURBOSOUND B15-DP),,,Audio Production,STORE,In Use,Good,
417,XMSA0292,XMSA00292,M15,6,,80000,,FALSE,TOPS (TURBOSOUND M15),,,Audio Production,STORE,In Use,Good,
418,XMSA0293,XMSA00293,M15,6,,80000,,FALSE,TOPS (TURBOSOUND M15),,,Audio Production,STORE,In Use,Good,
419,XMSA0294,XMSA00294,M15,6,,80000,,FALSE,TOPS (TURBOSOUND M15),,,Audio Production,STORE,In Use,Good,
420,XMSA0295,XMSA00295,M15,6,,80000,,FALSE,TOPS (TURBOSOUND M15),,,Audio Production,STORE,In Use,Good,
421,XMSA0296,XMSA00296,M18,6,,100000,,FALSE,TOPS (TURBOSOUND M18),,,Audio Production,STORE,In Use,Good,
422,XMSA0297,XMSA00297,M18,6,,100000,,FALSE,TOPS (TURBOSOUND M18),,,Audio Production,STORE,In Use,Good,
423,XMSA0298,XMSA00298,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
424,XMSA0299,XMSA00299,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
425,XMSA0300,XMSA00300,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
426,XMSA0301,XMSA00301,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
427,XMSA0302,XMSA00302,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
428,XMSA0303,XMSA00303,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
429,XMSA0304,XMSA00304,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
430,XMSA0305,XMSA00305,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
431,XMSA0306,XMSA00306,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
432,XMSA0307,XMSA00307,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
433,XMSA0308,XMSA00308,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
434,XMSA0309,XMSA00309,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
435,XMSA0310,XMSA00310,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
436,XMSA0311,XMSA00311,,6,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Good,
437,XMSA0312,XMSA00312,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
438,XMSA0313,XMSA00313,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
439,XMSA0314,XMSA00314,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
440,XMSA0315,XMSA00315,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
441,XMSA0316,XMSA00316,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
442,XMSA0317,XMSA00317,,7,,4000,,FALSE,SPEAKER STAND,,,Audio Production,STORE,In Use,Fair,
443,XMSA0318,XMSA00318,GS600,7,,40000,,FALSE,GROUND STACKS PLINTH,,,Audio Production,STORE,In Use,Fair,
444,XMSA0319,XMSA00319,,6,,40000,,FALSE,GROUND STACKS PLINTH,,,Audio Production,STORE,In Use,Good,
445,XMSA0320,XMSA00320,"NS 61.13,NS 61.14",6,,255000,,FALSE,FLY BAR,,,Audio Production,STORE,In Use,Good,
446,XMSA0321,XMSA00321,"NS 61.13,NS 61.14",6,,255000,,FALSE,FLY BAR,,,Audio Production,STORE,In Use,Good,
447,XMSA0322,XMSA00322,TS-880/890,6,,7500,,FALSE,SPEAKER STRAPS,,,Audio Production,STORE,In Use,Good,
448,XMSA0323,XMSA00323,,6,,7500,,FALSE,SPEAKER STRAPS,,,Audio Production,STORE,In Use,Good,
449,XMSA0324,XMSA00324,FT-600/3,7,,450000,,FALSE,FLIGHT CASES (TURBOSOUND FLEX TOPS),,,Audio Production,STORE,In Use,Fair,
450,XMSA0325,XMSA00325,P 700 PSERIES,6,,45000,,FALSE,CHANNEL AMPLIFIERS,,,Audio Production,STORE,In Use,Good,
